From,Status,Price,Date Created
+61876660527,Completed,-0.075,2026-06-18T03:23:15.000Z
+61876660527,Failed,0.0,2026-06-18T03:23:23.000Z
+61876660527,Completed,-0.075,2026-06-18T03:23:15.000Z
+61876660527,Completed,-0.15,2026-06-18T03:22:24.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:24.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:17.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:22:17.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:22.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:23.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:23.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:15.000Z
+61876660527,Completed,-0.15,2026-06-18T03:22:21.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:17.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:15.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:16.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:13.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:14.000Z
+61876660527,No Answer,,2026-06-18T03:22:22.000Z
+61876660527,Completed,-0.075,2026-06-18T03:22:16.000Z
+61876660527,Completed,-0.15,2026-06-18T03:22:13.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:21:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:21:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:21:18.000Z
+61876660527,Completed,-0.15,2026-06-18T03:21:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:21:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:21:18.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:22.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:22.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:22.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:21.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:20:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:17.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:15.000Z
+61876660527,Completed,-0.15,2026-06-18T03:19:15.000Z
+61876660527,Completed,-0.15,2026-06-18T03:19:16.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:14.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:14.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:13.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:16.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:14.000Z
+61876660527,Completed,-0.15,2026-06-18T03:19:13.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:15.000Z
+61876660527,Completed,-0.15,2026-06-18T03:19:15.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:13.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:13.000Z
+61876660527,Completed,-0.15,2026-06-18T03:19:13.000Z
+61876660527,No Answer,,2026-06-18T03:19:15.000Z
+61876660527,Completed,-0.075,2026-06-18T03:19:13.000Z
+61876660527,Failed,0.0,2026-06-18T03:19:14.000Z
+61876660527,Busy,,2026-06-18T03:19:14.000Z
+61876660527,Failed,0.0,2026-06-18T03:19:13.000Z
+61876660527,Completed,-0.15,2026-06-18T03:18:09.000Z
+61876660527,Completed,-0.15,2026-06-18T03:18:09.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:10.000Z
+61876660527,Completed,-0.15,2026-06-18T03:18:08.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:08.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:09.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:09.000Z
+61876660527,Completed,-0.15,2026-06-18T03:18:08.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:08.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:08.000Z
+61411863386,Completed,-0.01,2026-06-18T03:18:22.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:09.000Z
+61876660527,Completed,-0.075,2026-06-18T03:18:08.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:17.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:18.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:18.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:19.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:19.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:18.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:20.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:18.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:20.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:17.000Z
+61876660527,Completed,-0.15,2026-06-18T03:17:17.000Z
+61876660527,Completed,-0.075,2026-06-18T03:17:19.000Z
+61876660527,Completed,-0.3,2026-06-18T03:17:17.000Z
