From,Status,Price,Date Created
+61879478573,Failed,0.0,2026-04-17T05:55:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:55:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:55:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:55:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:54:07.000Z
+61879478573,Failed,0.0,2026-04-17T05:54:07.000Z
+61879478573,Failed,0.0,2026-04-17T05:54:06.000Z
+61879478573,No Answer,,2026-04-17T05:54:06.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:14.000Z
+61879478573,No Answer,,2026-04-17T05:53:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:53:12.000Z
+61879478573,No Answer,,2026-04-17T05:53:11.000Z
+61879478573,No Answer,,2026-04-17T05:53:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:08.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:08.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:07.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:07.000Z
+61879478573,No Answer,,2026-04-17T05:52:07.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:06.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:05.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:05.000Z
+61879478573,No Answer,,2026-04-17T05:52:05.000Z
+61879478573,Failed,0.0,2026-04-17T05:52:05.000Z
+61879478573,Failed,0.0,2026-04-17T05:51:08.000Z
+61879478573,Failed,0.0,2026-04-17T05:51:07.000Z
+61879478573,Failed,0.0,2026-04-17T05:51:07.000Z
+61879478573,Completed,-0.075,2026-04-17T05:50:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:16.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:16.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:15.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:15.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:15.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:11.000Z
+61879478573,No Answer,,2026-04-17T05:50:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:50:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:18.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:18.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:17.000Z
+61879478573,No Answer,,2026-04-17T05:49:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:17.000Z
+61879478573,No Answer,,2026-04-17T05:49:16.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:15.000Z
+61879478573,No Answer,,2026-04-17T05:49:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:14.000Z
+61879478573,Failed,0.0,2026-04-17T05:49:13.000Z
+61879478573,Completed,-0.0405,2026-04-17T05:48:15.000Z
+61879478573,Failed,0.0,2026-04-17T05:48:15.000Z
+61879478573,Completed,-0.014,2026-04-17T05:47:23.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:22.000Z
+61879478573,No Answer,,2026-04-17T05:47:22.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:20.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:19.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:19.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:18.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:17.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:16.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:15.000Z
+61879478573,Failed,0.0,2026-04-17T05:47:15.000Z
+61879478573,No Answer,,2026-04-17T05:47:14.000Z
+61879478573,Completed,-0.0497,2026-04-17T05:46:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:14.000Z
+61879478573,No Answer,,2026-04-17T05:46:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:13.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:12.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:11.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:10.000Z
+61879478573,Failed,0.0,2026-04-17T05:46:08.000Z
+61879478573,No Answer,,2026-04-17T05:45:27.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:24.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:22.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:04.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:03.000Z
+61879478573,No Answer,,2026-04-17T05:45:03.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:03.000Z
+61879478573,Failed,0.0,2026-04-17T05:45:03.000Z
